game_id,Game Date,Home Days Since Last Game,Home Games Last 7 Days,Home Is Back-to-Back,Away Days Since Last Game,Away Games Last 7 Days,Away Is Back-to-Back,Away Team Recent 10 Win Rate,Home Team Recent 10 Win Rate,Home Team Recent 3 Months Win Rate,Away Team Recent 3 Months Win Rate,home_pts_avg_last10,home_reb_avg_last10,home_ast_avg_last10,home_plus_minus_avg_last10,away_pts_avg_last10,away_reb_avg_last10,away_ast_avg_last10,away_plus_minus_avg_last10,target,home_injury_count,away_injury_count
29900552,2000-01-20,5.0,2,False,3.0,2,False,0.4,0.8,0.5238095238095238,0.5789473684210527,97.4,42.6,21.0,0.4,106.6,39.7,21.6,4.7,1.0,0,0
29900555,2000-01-20,2.0,1,False,4.0,1,False,0.7,0.5,0.3888888888888889,0.8,100.8,45.4,22.8,-0.9,96.8,42.2,24.8,-7.6,1.0,0,0
29900561,2000-01-21,7.0,1,False,9.0,0,False,0.7,0.6,0.6666666666666666,0.6666666666666666,95.5,41.7,24.3,-10.6,92.5,41.8,24.8,-3.4,0.0,0,0
29900558,2000-01-21,2.0,1,False,1.0,2,True,0.3,0.7,0.7,0.3333333333333333,95.4,43.7,20.8,-1.9,98.2,43.5,23.8,6.2,1.0,0,0
29900559,2000-01-21,2.0,3,False,4.0,2,False,0.5,0.4,0.35,0.5,100.8,43.3,21.9,-2.8,106.4,42.4,24.0,6.6,1.0,0,0
29900560,2000-01-21,3.0,1,False,2.0,2,False,0.8,0.5,0.6666666666666666,0.8333333333333334,97.7,42.3,24.9,2.7,98.2,42.8,20.7,-6.6,1.0,0,0
29900563,2000-01-21,4.0,2,False,2.0,4,False,0.8,0.2,0.2,0.7894736842105263,94.0,44.6,23.8,-9.5,92.0,44.1,21.8,-4.5,1.0,0,0
29900562,2000-01-21,4.0,1,False,2.0,1,False,0.3,0.5,0.4117647058823529,0.5,97.1,41.0,17.8,-11.6,100.8,38.7,28.7,3.8,0.0,0,0
29900566,2000-01-22,2.0,2,False,5.0,2,False,0.7,0.9,0.8823529411764706,0.7777777777777778,93.6,42.5,20.8,-6.9,96.0,44.9,21.2,-0.1,1.0,0,0
29900565,2000-01-22,3.0,2,False,1.0,3,True,0.6,0.8,0.6666666666666666,0.5238095238095238,104.7,42.8,22.8,1.8,106.8,41.7,24.1,4.6,1.0,0,0
29900569,2000-01-22,3.0,1,False,10.0,0,False,0.4,0.6,0.7777777777777778,0.5,98.6,44.3,21.9,5.1,93.7,39.3,18.3,3.5,1.0,0,0
